CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	5131989	1600134	76.23	6732123
2	2716415	1287738	67.84	4004153
3	2807807	1420972	66.40	4228779
4	3526769	1526003	69.80	5052772
5	3119998	1441316	68.40	4561314
6	3009458	1594450	65.37	4603908
7	2748696	1412018	66.06	4160714
8	3061901	1552562	66.35	4614463
9	3233254	1561053	67.44	4794307
10	3004795	1497328	66.74	4502123
11	2964286	1472576	66.81	4436862
12	2963991	1470693	66.84	4434684
13	3111800	1518783	67.20	4630583
14	3087457	1513197	67.11	4600654
15	3047586	1504160	66.95	4551746
16	3149133	1529823	67.30	4678956
17	3147418	1540065	67.15	4687483
18	3151910	1546938	67.08	4698848
19	3158704	1546425	67.13	4705129
20	3205550	1588560	66.86	4794110
21	3288368	1595291	67.33	4883659
22	3167080	1563785	66.95	4730865
23	3258547	1585651	67.27	4844198
24	3214228	1578173	67.07	4792401
25	3271668	1599718	67.16	4871386
26	3243058	1591056	67.09	4834114
27	3145714	1570762	66.70	4716476
28	3149678	1570624	66.73	4720302
29	3213609	1588584	66.92	4802193
30	3241366	1580070	67.23	4821436
31	3247814	1582607	67.24	4830421
32	3272946	1589054	67.32	4862000
33	3280285	1594548	67.29	4874833
34	3238210	1574495	67.28	4812705
35	3191052	1560852	67.15	4751904
36	3238918	1572828	67.31	4811746
37	3182677	1570441	66.96	4753118
38	3165717	1564743	66.92	4730460
39	3157655	1555518	67.00	4713173
40	3197314	1565541	67.13	4762855
41	3176393	1552730	67.17	4729123
42	3109200	1526993	67.06	4636193
43	3136751	1534319	67.15	4671070
44	3129410	1532506	67.13	4661916
45	3092142	1520999	67.03	4613141
46	3109991	1524262	67.11	4634253
47	3073165	1513132	67.01	4586297
48	3027049	1501084	66.85	4528133
49	3020101	1498197	66.84	4518298
50	3022629	1492274	66.95	4514903
51	2974053	1474874	66.85	4448927
52	2924155	1462747	66.66	4386902
53	3003191	1479776	66.99	4482967
54	2942225	1461549	66.81	4403774
55	2951062	1458622	66.92	4409684
56	2906215	1444246	66.80	4350461
57	2878258	1429125	66.82	4307383
58	2855966	1424699	66.72	4280665
59	2863546	1422939	66.80	4286485
60	2807542	1409168	66.58	4216710
61	2809330	1402170	66.71	4211500
62	2791568	1389785	66.76	4181353
63	2761910	1368880	66.86	4130790
64	2725386	1350712	66.86	4076098
65	2672093	1327470	66.81	3999563
66	2585254	1292902	66.66	3878156
67	2542295	1268151	66.72	3810446
68	2472478	1244789	66.51	3717267
69	2408906	1209698	66.57	3618604
70	2342780	1175256	66.59	3518036
71	2279597	1139825	66.67	3419422
72	2216578	1103850	66.76	3320428
73	2138343	1063391	66.79	3201734
74	2061324	1027448	66.74	3088772
75	1971146	985940	66.66	2957086
76	1915988	964317	66.52	2880305
77	1832269	932840	66.26	2765109
78	1748119	896551	66.10	2644670
79	1680176	857549	66.21	2537725
80	1608267	817638	66.30	2425905
81	1540003	780200	66.37	2320203
82	1452596	736688	66.35	2189284
83	1366067	691448	66.39	2057515
84	1253759	640923	66.17	1894682
85	1123815	580444	65.94	1704259
86	902281	468334	65.83	1370615
87	539104	348536	60.73	887640

