CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	3279276	663976	83.16	3943252
2	2663959	539346	83.16	3203305
3	2695103	634907	80.93	3330010
4	2772034	588863	82.48	3360897
5	2718465	598475	81.96	3316940
6	2849222	659843	81.20	3509065
7	2697766	605011	81.68	3302777
8	2818259	636808	81.57	3455067
9	2938909	648873	81.91	3587782
10	2889964	639667	81.88	3529631
11	2832265	630674	81.79	3462939
12	2883861	636027	81.93	3519888
13	2887715	637075	81.93	3524790
14	2954356	641771	82.15	3596127
15	2941581	642579	82.07	3584160
16	3044745	653239	82.34	3697984
17	3033513	653055	82.29	3686568
18	3018591	653917	82.19	3672508
19	3015458	652524	82.21	3667982
20	3076530	678876	81.92	3755406
21	3061640	676621	81.90	3738261
22	3085177	676244	82.02	3761421
23	3090449	678014	82.01	3768463
24	3114190	681742	82.04	3795932
25	3133319	681804	82.13	3815123
26	3087715	680380	81.94	3768095
27	3094250	680413	81.97	3774663
28	3097287	678656	82.03	3775943
29	3110031	680231	82.05	3790262
30	3171342	690076	82.13	3861418
31	3172043	684398	82.25	3856441
32	3210778	690533	82.30	3901311
33	3174489	686962	82.21	3861451
34	3131881	681957	82.12	3813838
35	3116679	680713	82.07	3797392
36	3139179	682441	82.14	3821620
37	3161578	684433	82.20	3846011
38	3186563	687225	82.26	3873788
39	3185986	685754	82.29	3871740
40	3225558	689339	82.39	3914897
41	3175127	684331	82.27	3859458
42	3166361	682621	82.26	3848982
43	3172220	682922	82.29	3855142
44	3175546	681573	82.33	3857119
45	3181213	683115	82.32	3864328
46	3194576	685379	82.34	3879955
47	3176618	680416	82.36	3857034
48	3155112	680658	82.25	3835770
49	3181588	682280	82.34	3863868
50	3166851	678949	82.35	3845800
51	3140464	676668	82.27	3817132
52	3146879	675023	82.34	3821902
53	3157330	677846	82.33	3835176
54	3182791	680786	82.38	3863577
55	3132238	674427	82.28	3806665
56	3134289	672928	82.32	3807217
57	3098228	669727	82.23	3767955
58	3108232	668560	82.30	3776792
59	3056129	662869	82.18	3718998
60	3051628	663336	82.14	3714964
61	3027942	654904	82.22	3682846
62	3054723	656502	82.31	3711225
63	3057527	655695	82.34	3713222
64	3043120	653173	82.33	3696293
65	2974631	643254	82.22	3617885
66	2946011	637411	82.21	3583422
67	2941007	637229	82.19	3578236
68	2943454	637211	82.20	3580665
